controller,pattern,status,corpus,http_status,expected_bytes,actual_bytes,expected_sha256,actual_sha256,byte_identical,first_difference_at,reason
CorporationController,/api/v2/corporation/killmails/{id},pending,killmails.corporation,501,0,0,,,false,-1,"shimmable in shape, blocked on legacy's `attacker_hash`: a SeAT-internal surrogate app.killmail_attacker has no column for and no ESI response carries (APPENDIX_C_MIGRATION.md §7), so it cannot be derived. The sync half of this blocker was CLOSED in Phase 20.7 (B48) — app.killmail now has a writer — but the surrogate is not recoverable from upstream data at any level of effort."
CorporationController,/api/v2/corporation/wallet-journal/{id},pending,corporation.wallet-journal,501,0,0,,,false,-1,"the recorded response leads with SeAT's own MySQL auto-increment key (`id` / `internal_id`), a SeAT-internal surrogate HANGAR has no column for — app.wallet_transaction is keyed on (owner_kind, owner_id, transaction_id, date). Inventing a counter would differ between two installations holding identical data. Same class as `attacker_hash` in APPENDIX_C_MIGRATION.md §7."
CorporationController,/api/v2/corporation/wallet-transactions/{id},pending,corporation.wallet-transactions,501,0,0,,,false,-1,"the recorded response leads with SeAT's own MySQL auto-increment key (`id` / `internal_id`), a SeAT-internal surrogate HANGAR has no column for — app.wallet_transaction is keyed on (owner_kind, owner_id, transaction_id, date). Inventing a counter would differ between two installations holding identical data. Same class as `attacker_hash` in APPENDIX_C_MIGRATION.md §7."
KillmailsController,/api/v2/killmails/{id},pending,killmails.detail,501,0,0,,,false,-1,"shimmable in shape, blocked on legacy's `attacker_hash`: a SeAT-internal surrogate app.killmail_attacker has no column for and no ESI response carries (APPENDIX_C_MIGRATION.md §7), so it cannot be derived. The sync half of this blocker was CLOSED in Phase 20.7 (B48) — app.killmail now has a writer — but the surrogate is not recoverable from upstream data at any level of effort."
AllianceController,/api/v2/alliance/contacts/{id},served,alliance.contacts,200,459,459,c794f6adb89a1afe57728dfee6347398de606cdb01ae8f4e8f36459085e2c82d,c794f6adb89a1afe57728dfee6347398de606cdb01ae8f4e8f36459085e2c82d,true,-1,
CharacterController,/api/v2/character/contacts/{id},served,character.contacts,200,586,586,69c4c4e9f0fc4fb4e5ef184253631512afd9731f79600ec36f6697061a811ae8,69c4c4e9f0fc4fb4e5ef184253631512afd9731f79600ec36f6697061a811ae8,true,-1,
CharacterController,/api/v2/character/corporation-history/{id},served,character.corporation-history,200,570,570,d1539ce37c5161bad79236d24204c9766bf1252debe1e9c6bb56d314b88da4b7,d1539ce37c5161bad79236d24204c9766bf1252debe1e9c6bb56d314b88da4b7,true,-1,
CharacterController,/api/v2/character/industry/{id},served,character.industry,200,895,895,204d4bf3fc6bb208b5f0a765394e7d4b7b9a77cb7c037bf7eccbf8ce012a85b2,204d4bf3fc6bb208b5f0a765394e7d4b7b9a77cb7c037bf7eccbf8ce012a85b2,true,-1,
CharacterController,/api/v2/character/jump-clones/{id},served,character.jump-clones,200,455,455,9212099bbbdb341dd5da1dd8d93b637e1d22d3c2fd37ccad97d57d55a9af7c60,9212099bbbdb341dd5da1dd8d93b637e1d22d3c2fd37ccad97d57d55a9af7c60,true,-1,
CharacterController,/api/v2/character/mail/{id},served,character.mail,200,595,595,0264952856f4274c2ba8d8a73610ff449bfd201c69c604939248624397d4f750,0264952856f4274c2ba8d8a73610ff449bfd201c69c604939248624397d4f750,true,-1,
CharacterController,/api/v2/character/market-orders/{id},served,character.market-orders,200,669,669,d52dcabe9002c56082026e206040e4edc41ead78c1e4e7285d73c505f17d2142,d52dcabe9002c56082026e206040e4edc41ead78c1e4e7285d73c505f17d2142,true,-1,
CharacterController,/api/v2/character/notifications/{id},served,character.notifications,200,587,587,82bc9d498f4b9587ee58d21f19aa0708526161bb998b0f41973a0b9cb0305fec,82bc9d498f4b9587ee58d21f19aa0708526161bb998b0f41973a0b9cb0305fec,true,-1,
CharacterController,/api/v2/character/skill-queue/{id},served,character.skill-queue,200,563,563,97c5c4e10ae9ebc1fe5c5c844b3a2ef84c860955d9e9a6c2cdd3b7e8251350cd,97c5c4e10ae9ebc1fe5c5c844b3a2ef84c860955d9e9a6c2cdd3b7e8251350cd,true,-1,
CharacterController,/api/v2/character/skills/{id},served,character.skills,200,431,431,f1d159c9b04399e4145f32cdcc62b82059403658ae8d2b3997c714a92e52e0ba,f1d159c9b04399e4145f32cdcc62b82059403658ae8d2b3997c714a92e52e0ba,true,-1,
CorporationController,/api/v2/corporation/contacts/{id},served,corporation.contacts,200,470,470,cbc10c3dd8fa25a5995749b8a4e7e7560904f8b77e3203156098131e1e71bfcd,cbc10c3dd8fa25a5995749b8a4e7e7560904f8b77e3203156098131e1e71bfcd,true,-1,
CorporationController,/api/v2/corporation/industry/{id},served,corporation.industry,200,897,897,3fefece798d380976cd316049379734d075dd48074ddfc83bd71cfd8438b6f7b,3fefece798d380976cd316049379734d075dd48074ddfc83bd71cfd8438b6f7b,true,-1,
CorporationController,/api/v2/corporation/market-orders/{id},served,corporation.market-orders,200,690,690,2534720cab79c1c8d1613204e1afab66fc60f8a5e18e2fd3241dc21df95e4adf,2534720cab79c1c8d1613204e1afab66fc60f8a5e18e2fd3241dc21df95e4adf,true,-1,
CorporationController,/api/v2/corporation/member-tracking/{id},served,corporation.member-tracking,200,553,553,cec709fed1cab8bc0058dca0c05e948691a6fde434c0461e4504ca9dfaf74960,cec709fed1cab8bc0058dca0c05e948691a6fde434c0461e4504ca9dfaf74960,true,-1,
CorporationController,/api/v2/corporation/sheet/{id},served,corporation.sheet,200,628,628,1c649d0930609aa1e41d73c227e94631acb4764d4f5226fcdc50f87086d69dee,1c649d0930609aa1e41d73c227e94631acb4764d4f5226fcdc50f87086d69dee,true,-1,
CorporationController,/api/v2/corporation/structures/{id},served,corporation.structures,200,1235,1235,db91a5d37a86f1b54df88cc604248c08a5de22e002bf5ab4e81393b4123aa4e5,db91a5d37a86f1b54df88cc604248c08a5de22e002bf5ab4e81393b4123aa4e5,true,-1,
SquadController,/api/v2/squads,unshimmable,squads.index,501,0,0,,,false,-1,"HANGAR's user and squad ids are uuids where legacy's were MySQL auto-increment integers. `""id"":1` and `""id"":""019ff31f-…""` are different identifier spaces; no translation invents the integer a legacy client stored. SquadResource.logo compounds it: it always returned a rendered PNG data-URL, generating a placeholder avatar when none was stored, and no translation layer reproduces a raster image."
SquadController,/api/v2/squads/{id},unshimmable,squads.show,501,0,0,,,false,-1,"HANGAR's user and squad ids are uuids where legacy's were MySQL auto-increment integers. `""id"":1` and `""id"":""019ff31f-…""` are different identifier spaces; no translation invents the integer a legacy client stored."
UserController,/api/v2/users,unshimmable,users.index,501,0,0,,,false,-1,"HANGAR's user and squad ids are uuids where legacy's were MySQL auto-increment integers. `""id"":1` and `""id"":""019ff31f-…""` are different identifier spaces; no translation invents the integer a legacy client stored."
UserController,/api/v2/users/{id},unshimmable,users.show,501,0,0,,,false,-1,"HANGAR's user and squad ids are uuids where legacy's were MySQL auto-increment integers. `""id"":1` and `""id"":""019ff31f-…""` are different identifier spaces; no translation invents the integer a legacy client stored."
